scenario_id,experiment_type,overall_score_mean,overall_score_std,constraint_violations_mean,constraint_violations_std,flood_control_score_mean,flood_control_score_std,water_supply_score_mean,water_supply_score_std,power_generation_score_mean,power_generation_score_std,ecological_score_mean,ecological_score_std,compliance_score_mean,compliance_score_std,decision_time_mean,decision_time_std,tool_call_count_mean,tool_call_count_std,partial_credit_score_mean,partial_credit_score_std
S01,dynamic,86.25375,5.747803518736524,0.0,0.0,98.6046,2.6285443728421263,94.9982,0.7569841345761475,40.66075,32.89083960674562,100.0,0.0,1.0,0.0,76.2635,9.358457867975183,11.5,2.6457513110645907,0.9235,0.11220796169018782
